Country Group Name,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
World,Commodity Coal Price Index includes Australian and South African Coal,"Index, 2016=100",,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,53.817,52.75,49.892,43.279,45.214,55.434,53.179,49.374,41.687,37.313,39.351,49.338,39.495,43.288,82.919,71.922,76.882,98.373,192.189,104.445,145.769,182.639,144.5,126.651,110.149,89.045,100,132.739,156.791,113.955,94.846,199.939,516.487,485.182,412.967,371.997,374.883,375.578,
World,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",U.S. dollars,Units,,42.935,50.818,54.768,38.188,30.958,33.75,31.125,27.5,34.875,38,39.667,39.667,38.563,31.333,32.3,39.372,38.074,35.099,29.231,25.892,26.25,32.313,27.06,27.954,56.73,50.816,52.731,70.089,138.024,76.16,104.599,129.607,101.443,90.134,75.729,62.693,70.082,94.138,113.231,82.193,61.983,143.985,393.965,371.64,308.719,269.068,273.629,273.952,
World,"Coal, South African export price, US$ per metric tonne",U.S. dollars,Units,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.875,31.5,28.833,26.958,28.563,35.229,33.518,31.349,26.839,24.273,26.57,33.864,26.011,30.076,54.684,45.953,50.583,62.315,120.741,64.559,91.658,116.173,92.924,80.324,72.303,57.097,64.419,84.486,97.925,71.265,65.223,125.247,303.299,283.488,248.283,231.946,231.471,232.071,
World,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,"Index, 2016=100",,,64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,64.108,56.381,57.553,62.182,64.926,68.44,64.166,67.913,59.084,58.194,57.964,61.342,66.937,73.355,75.181,81.385,92.852,109.426,92.795,105.432,125.434,119.774,118.289,118.026,98.889,100,103.204,101.321,98.043,99.741,125.552,143.592,135.517,132.752,130.393,130.16,129.811,
World,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices","Index, 2016=100",,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.437,58.27,59.86,62.55,68.103,62.174,66.943,58.789,59.028,59.602,62.708,68.502,75.374,76.309,82.418,93.92,110.416,92.869,105.392,124.971,120.873,120.489,118.594,98.538,100,103.796,102.505,99.37,101.041,127.434,145.559,137.07,134.272,131.758,131.506,131.127,
World,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley","Index, 2016=100",,,101.64,105.832,87.122,91.806,89.758,76.988,63.972,62.578,82.592,91.24,80.11,78.675,83.309,77.857,83.156,98.973,115.516,88.621,74.46,64.201,62.607,64.665,76.283,77.242,80.838,78.332,96.999,129.172,178.045,126.28,130.977,182.887,186.788,170.487,140.838,115.004,100,100.982,114.881,109.881,119.128,167.586,205.787,192.704,187.052,176.944,176.944,176.944,
World,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,172.726,174.961,160.355,157.416,152.333,135.829,114.916,112.895,145.199,169.243,135.523,128.658,151.161,140.212,149.783,176.96,197.229,149.513,114.465,98.261,100.739,106.373,132.167,131.919,134.391,129.674,169.139,231.185,292.967,192.107,195.23,280.282,276.33,265.686,242.899,185.866,143.201,145.294,186.129,163.258,185.513,265.793,348.033,317.894,309.77,288.282,288.282,288.282,
World,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",U.S. dollars,Units,,125.716,130.604,108.099,135.984,135.82,112.331,87.791,75.521,106.95,111.368,109.28,107.473,104.213,102.04,107.778,123.451,164.523,117.172,101.618,90.294,88.219,89.609,99.333,105.245,111.895,98.508,121.647,163.61,223.36,165.628,185.957,291.854,298.438,258.979,192.939,169.845,159.221,154.595,164.511,170.169,165.578,259.395,311.332,296.02,278.911,258.189,258.189,258.189,
World,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",U.S. dollars,Units,,433.667,482.833,293.375,276.833,252.25,217.417,195.667,214.417,277.25,299.75,270.667,293.667,267.667,237.25,269.458,320.801,338.064,302.469,305.424,248.968,203.695,172.705,191.826,199.461,245.783,287.811,303.515,332.393,700.2,589.376,520.494,551.711,580.236,519.308,426.475,380.047,388.265,399.075,403.082,396.514,477.838,441.963,422.787,438.247,438.247,438.247,438.247,438.247,
World,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",U.S. dollars,Units,,78.229,79.726,63.712,70.891,78.723,58.816,47.56,55.001,70.333,75.139,79.926,78.287,78.675,71.377,72.649,104.012,119.665,97.237,85.054,75.937,77.235,93.936,108.967,104.718,98.989,95.077,116.615,172.381,200.476,128.381,158.374,207.219,238.583,200.833,132.501,100.278,97.809,101.66,104.36,110.435,104.626,178.085,248.141,240.3,240.3,240.3,240.3,240.3,
World,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices","Index, 2016=100",,,69.429,66.63,55.874,64.365,74.5,58.071,45.907,49.356,68.208,60.59,55.235,54.87,56.03,60.074,67.754,71.56,76.786,75.876,70.821,52.765,47.951,46.508,55.776,67.123,77.926,72.695,72.695,97.095,135.146,102.638,113.263,142.574,143.143,132.139,118.861,95.706,100,101.16,95.446,90.543,99.252,146.988,162.68,143.539,138.673,137.854,137.854,137.854,
World,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",U.S. dollars,Units,,265.316,261.404,221.29,259.616,257.505,202.979,188.948,195.506,279.724,246.986,219.1,208.779,209.803,230.138,229.51,224.015,277.458,280.603,223.29,174.919,183.052,168.755,188.866,233.187,276.633,223.15,217.454,317.32,452.943,378.546,384.945,484.246,537.762,517.204,457.814,347.356,362.707,358.824,342.528,327.002,349.877,505.101,566.714,505.413,484.435,484.435,484.435,484.435,
World,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",U.S. dollars,Units,,225.683,225.244,195.434,222.666,191.197,145.411,166.902,184.496,259.845,234.045,192.387,192.332,196.301,216.526,199.013,198.546,266.379,279.875,174.727,152.565,187.17,180.612,183.981,214.655,257.145,205.778,193.975,263.673,367.938,359.284,331.317,378.861,473.284,477.299,466.966,352.722,350.168,348.614,373.312,334.561,351.126,421.995,482.53,424.495,398.6,387.628,387.628,387.628,
World,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",U.S. dollars,Units,,535.465,493.376,403.262,511.251,647.938,571.603,364.387,366.904,529.66,453.454,492.145,446.693,433.189,503.149,603.037,584.684,544.229,525.857,562.49,392.404,351.821,346.989,409.839,500.201,590.417,495.8,551.496,799.656,"1,133.79",787.037,924.822,"1,215.82","1,151.75","1,011.11",812.71,672.165,721.164,735.279,658.631,645.324,690.008,"1,277.44","1,538.92","1,381.03","1,301.13","1,281.49","1,281.49","1,281.49",
World,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",U.S. dollars,Units,,572.368,484.714,418.538,501.561,688.345,540.95,359.387,347.333,537.97,476.598,428.487,416.553,405.098,460.883,621.263,632.711,563.07,562.833,630.475,428.688,346.24,391.879,479.183,603.578,713.201,720.966,851.318,"1,011.86","1,423.71",856.178,"1,011.75","1,366.63","1,239.08","1,080.86",904.368,774.609,821.951,871.95,829.631,853.664,888.53,"1,265.78","1,226.96","1,182.62","1,182.62","1,182.62","1,182.62","1,182.62",
World,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",U.S. dollars,Units,,481.84,471.579,367.801,414.353,602.283,413.94,212.376,283.03,361.259,289.572,239.508,280.138,325.33,312.142,437.271,537.622,467.152,490.428,600.847,377.277,261.144,238.398,356.744,410.374,434.722,367.685,416.827,719.148,863.112,644.006,859.942,"1,076.50",939.834,764.197,739.408,565.09,639.846,647.801,559.859,523.951,666.057,"1,073.52","1,209.77",958.465,915.636,908.705,908.705,908.705,
World,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,556.013,561.653,464.602,490.531,673.72,584.951,463.629,450.078,595.18,606.198,603.572,587.115,562.181,682.172,723.53,631.71,560.392,556.892,665.228,466.463,379.327,436.109,605.827,649.997,734.407,"1,144.54",713.111,673,"1,693.65","1,041.67","1,186.00","1,621.84","1,489.48","1,341.22","1,080.31","1,022.18","1,009.74",953.032,900.806,883.511,"1,056.51","1,718.91","2,020.83","1,839.85","1,839.85","1,839.85","1,839.85","1,839.85",
World,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",U.S. dollars,Units,,"2,144.46","1,956.69","1,872.44","1,872.48","1,855.76","1,938.04","2,104.03","2,278.96","2,299.33","2,442.77","3,212.48","3,184.86","3,177.94","2,703.64","3,148.84","4,499.51","5,965.18","4,236.48","3,227.05","3,650.44","2,980.12","2,667.28","2,900.51","3,796.77","4,630.93","5,519.16","5,487.70","4,561.03","4,167.45","3,509.33","3,171.27","3,062.24","3,019.37","3,894.46","3,780.56","4,292.84","3,978.47","4,529.80","3,911.73","3,166.33","2,628.34","4,184.76","4,140.47","4,065.02","4,065.02","4,065.02","4,065.02","4,065.02",
World,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",U.S. dollars,Units,,"1,013.51",939.337,710.782,909.198,749.795,548.337,576.712,647.554,703.572,647.964,651.355,525.392,517.72,404.519,403.158,521.471,629.266,645.954,708.997,433.111,452.09,530.051,645.556,650.196,692.898,744.228,"1,074.28","1,185.46","1,160.19","1,255.85","1,739.22","1,519.25","1,624.30","1,711.80","1,921.47","1,759.21","1,418.45","1,161.28","1,350.10","1,251.03","1,290.05","1,442.45","1,438.27","1,398.52","1,398.52","1,398.52","1,398.52","1,398.52",
World,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",U.S. dollars,Units,,"1,394.64","1,418.14",933.271,"1,088.72",943.515,774.948,855.708,595.461,640.762,788.533,"1,065.56","1,069.46",649.324,927.639,921.029,816.673,810.112,874.209,795.104,762.64,785.509,753.254,654.928,855.903,910,769.105,828.856,"1,177.47","1,567.72",994.615,"1,239.38","1,724.04","1,688.18","2,318.16","2,148.27","1,946.21","1,798.30","1,949.41","2,048.38","1,846.10","1,935.61","2,085.86","2,382.66","2,401.37","2,401.37","2,401.37","2,401.37","2,401.37",
World,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices","Index, 2016=100",,,86.249,90.877,111.495,96.823,94.263,92.027,98.309,99.121,81.816,76.07,95.265,89.195,71.546,79.143,72.274,70.01,87.07,78.171,61.106,61.059,69.256,74.421,68.154,71.433,88.073,86.873,82.865,85.546,88.581,82.249,99.261,114.486,110.082,112.977,134.013,109.556,100,109.891,106.513,111.869,102.76,136.328,161.524,164.156,164.156,164.156,164.156,164.156,
World,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",U.S. cents,Units,,125.19,112.122,108.392,110.672,103.109,97.669,94.983,108.175,114.172,116.463,116.267,120.834,111.336,118.738,105.818,86.502,80.97,84.168,78.295,83.139,87.789,96.541,95.404,89.735,113.907,118.729,115.635,118.038,121.103,119.623,152.475,183.178,187.943,183.562,224.058,200.494,178.208,191.511,183.557,209.697,200.435,235.958,272.929,300.837,300.837,300.837,300.837,300.837,
World,"Lamb, frozen carcass Smithfield London, US cents per pound",U.S. cents,Units,,131.166,124.977,108.649,87.884,87.702,83.558,92.571,98.447,109.456,105.313,121.143,104.875,115.422,124.117,125.667,113.242,145.461,150.281,116.012,115.819,112.854,130.248,146.043,159.813,165.764,160.92,153.605,161.709,170.724,146.943,145.623,149.153,101.313,105.845,136.401,104.487,91.348,108.524,115.702,115.842,116.164,146.565,146.896,135.571,135.571,135.571,135.571,135.571,
World,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",U.S. cents,Units,,82.062,98.201,144.028,116.321,113.125,112.414,123.548,118.329,77.541,63.93,100.546,88.999,56.483,64.518,56.409,62.795,92.485,72.858,45.617,44.405,59.287,61.433,47.26,53.395,71.008,67.672,63.859,63.666,64.649,55.748,74.446,89.365,82.779,86.546,102.814,67.909,62.41,68.297,62.17,64.842,58.375,90.922,100.721,95.481,95.481,95.481,95.481,95.481,
World,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",U.S. cents,Units,,34.343,35.107,34.464,35.016,39.635,38.011,41.981,41.202,45.491,49.874,49.083,47.904,47.965,54.676,55.284,55.482,62.312,60.989,63.154,59.965,59.45,63.627,63.082,66.175,75.713,73.906,69.233,78.193,84.625,85.673,85.851,87.392,94.308,103.866,110.102,114.68,111.431,125.611,131.304,119.292,98.654,136.028,200.051,197.103,197.103,197.103,197.103,197.103,
World,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,"Index, 2016=100",,,95.29,86.922,88.154,81.358,72.432,74.743,85.066,98.288,93.008,74.119,74.956,71.488,75.977,71.133,73.582,73.986,64.775,66.708,65.966,62.184,63.945,57.097,53.12,56.616,58.242,63.956,74.196,68.797,73.212,71.014,84.255,86.402,74.053,96.188,101.793,83.03,100,104.897,103.171,95.043,85.617,94.029,109.695,103.109,96.901,89.646,87.832,85.112,
World,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",U.S. dollars,Units,,7.982,7.249,6.637,5.803,5.254,5.582,6.476,8.059,7.302,5.377,5.902,5.363,5.901,5.01,5.012,4.776,4.111,3.726,3.719,3.569,3.646,2.891,2.937,2.993,3.343,4.063,5.062,4.545,4.848,4.923,6.143,5.957,4.745,6.716,6.6,5.306,7.139,7.444,7.524,6.921,6.1,6.864,8.607,7.989,7.295,6.485,6.282,5.978,
World,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",U.S. dollars,Units,,5.637,5.211,6.797,6.954,6.006,5.858,6.408,6.183,6.536,6.145,5.233,5.552,5.475,6.217,6.791,7.386,6.614,7.887,7.727,7.148,7.403,7.381,6.343,7.052,6.695,6.523,6.831,6.648,7.049,6.372,6.92,7.822,7.468,8.53,10.099,8.403,8.535,9.047,8.469,7.825,7.334,7.705,7.722,7.472,7.472,7.472,7.472,7.472,
World,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices","Index, 2016=100",,,153.079,90.934,48.907,49.966,33.674,27.476,37.602,41.417,58.573,71.775,70.474,52.326,52.698,57.528,68.042,74.209,67.396,64.498,52.222,38.726,47.099,48.554,38.516,42.135,44.872,57.577,81.362,56.903,69.485,98.84,114.865,143.737,116.484,95.519,93.955,74.538,100,88.646,69.942,70.716,73.666,100.75,105.123,99.877,95.897,94.595,94.595,94.595,
World,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",U.S. cents,Units,,28.669,16.893,8.406,8.465,5.203,4.054,6.052,6.757,10.194,12.806,12.511,8.976,9.07,10.021,12.11,13.278,11.955,11.402,8.918,6.265,8.08,8.232,6.237,6.926,7.545,10.07,14.788,9.957,12.452,18.15,20.891,26.236,21.375,17.709,17.127,13.215,18.144,15.835,12.251,12.35,12.884,17.856,18.577,17.518,16.743,16.48,16.48,16.48,
World,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",U.S. cents,Units,,30.032,19.73,19.924,22.039,21.74,20.353,20.952,21.832,22.121,22.805,23.253,21.553,21.3,21.612,22.032,23.055,22.363,21.934,22.063,21.14,19.396,21.338,20.941,21.5,20.571,21.068,22.119,20.763,21.323,24.336,31.051,37.572,28.895,21.215,24.862,24.828,27.632,27.908,25.34,26.118,26.956,33.645,35.855,35.875,35.5,35.5,35.5,35.5,
World,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",U.S. dollars,Units,,375.173,401.501,374.805,428.808,369.478,378.071,381.725,393.067,478.133,546.792,540.85,559.462,473.083,443.026,439.791,445.103,469.584,522.56,492.185,373.918,422.274,584.695,527.612,375.191,524.836,576.772,682.85,676.925,843.63,847.951,881.418,975.914,984.282,926.384,931.875,958.709,"1,002.43","1,074.23","1,147.75","1,142.46","1,217.20","1,208.37","1,438.71","1,515.39","1,515.39","1,515.39","1,515.39","1,515.39",
World,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",U.S. dollars,Units,,0.901,1.283,1.246,1.181,1.701,1.423,1.026,1.371,1.755,1.538,1.667,1.283,1.23,1.019,1.008,1.078,1.165,0.771,1.058,0.898,0.794,0.805,0.944,0.804,0.678,0.99,1.625,1.569,1.065,0.921,1.449,1.759,1.396,1.344,1.479,1.276,1.683,1.538,1.493,1.055,1.142,1.232,1.65,1.699,1.699,1.699,1.699,1.699,
World,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa","Index, 2016=100",,,114.295,87.76,89.494,97.44,111.173,99.27,116.181,82.741,80.943,66.044,55.485,51.516,43.905,49.077,89.618,92.997,72.422,87.703,79.38,62.57,48.331,38.61,45.193,48.441,49.492,61.848,69.172,80.238,97.728,91.924,105.901,130.896,106.789,92.292,111.308,103.041,100,96.207,87.326,82.362,84.376,103.313,120.354,117.162,114.794,114.258,114.258,114.258,
World,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,"Index, 2016=100",,,130.081,97.156,105.292,110.219,121.962,112.83,142.507,92.01,94.891,75.348,58.231,54.065,42.665,51.356,111.117,116.873,83.464,102.046,88.017,69.871,50.061,34.572,35.679,40.413,44.857,63.579,73.045,86.607,101.992,85.93,104.252,144.371,114.925,95.671,117.803,98.471,100,102.971,88.334,81.35,84.824,113.149,141.012,137.147,134.741,133.897,133.897,133.897,
World,"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,154.195,128.09,139.721,131.69,144.165,145.563,192.738,112.292,135.101,106.963,89.148,85.027,61.737,71.119,147.349,150.833,121.972,188.928,135.469,103.884,87.204,62.284,61.462,64.173,80.48,114.854,114.409,123.614,139.712,143.755,196.049,271.108,186.442,139.484,200.356,159.904,163.84,150.756,132.715,130.556,150.832,204.694,263.02,246.754,238.869,236.104,236.104,236.104,
World,"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,147.147,102.913,111.042,124.117,138.183,121.243,148.323,102.338,95.107,75.689,54.987,49.833,42.224,52.555,117.24,125.556,81.955,78.673,82.725,67.646,41.558,27.586,29.991,36.916,35.973,50.561,67.579,86.637,105.197,74.544,78.731,109.238,102.844,94.118,100.419,88.037,88.617,100.96,84.775,73.565,68.756,89.824,107.66,109.608,109.608,109.608,109.608,109.608,
World,"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",U.S. dollars,Units,,"2,603.42","2,076.55","1,741.82","2,118.70","2,395.72","2,254.56","2,068.31","1,997.76","1,583.75","1,242.20","1,268.00","1,192.61","1,099.42","1,111.27","1,395.68","1,432.54","1,455.25","1,618.74","1,676.00","1,135.05",903.906,"1,088.38","1,779.04","1,752.50","1,551.00","1,538.14","1,590.54","1,954.39","2,576.99","2,890.88","3,130.60","2,978.49","2,393.44","2,439.09","3,062.77","3,135.17","2,891.26","2,029.34","2,293.74","2,340.82","2,369.96","2,425.52","2,331.03","2,287.38","2,198.02","2,198.02","2,198.02","2,198.02",
World,"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",U.S. cents,Units,,222.792,201.916,193.169,232.464,345.672,198.364,192.85,170.743,178.972,201.175,203.207,184.236,199.741,185.635,183.319,164.156,177.165,237.189,238.563,232.357,248.117,198.123,179.188,194.326,198.151,216.379,241.7,211.929,269.506,313.957,316.737,346.161,348.915,265.601,237.858,340.387,287.43,362.201,298.26,268.276,253.933,267.203,274.602,264.49,264.49,264.49,264.49,264.49,
World,"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices","Index, 2016=100",,,68.306,59.386,54.736,58.624,58.478,47.647,48.134,65.241,67.736,71.509,74.204,71.392,71.366,83.071,94.115,101.54,94.692,86.862,71.344,70.376,72.345,65.034,67.013,77.173,83.252,85.722,97.793,102.963,109.131,95.102,128.265,161.034,127.866,122.251,112.901,100.179,100,105.384,107.491,101.662,98.25,113.407,116.274,108.246,103.246,102.381,102.381,102.381,
World,Commodity Timber Index includes Hardwood and Softwood Price Indices,"Index, 2016=100",,,42.161,36.523,40.584,36.958,39.207,34.567,38.658,51.001,52.277,60.272,65.832,68.627,77.95,103.115,105.107,99.505,99.657,91.818,76.72,85.915,84.903,76.935,76.117,80.254,89.381,93.989,102.161,101.996,105.057,99.866,101.004,109.825,107.365,106.854,108.376,101.735,100,97.832,103.809,102.074,102.895,107.707,97.401,95.376,95.376,95.376,95.376,95.376,
World,Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices,"Index, 2016=100",,,43.056,35.589,32.466,29.058,36.098,26.193,30.985,53.337,53.257,62.649,66.728,69.457,79.224,113.648,112.333,98.414,97.913,88.797,63.788,77.639,77.763,63.9,66.943,72.646,76.763,84.956,97.43,105.898,116.443,107.796,111.025,131.421,122.206,114.263,116.251,106.263,100,95.507,98.457,95.69,96.952,100.766,89.859,85.893,85.893,85.893,85.893,85.893,
World,"Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",U.S. dollars,Units,,141.509,101.594,101.935,91.235,113.34,82.24,97.285,167.465,167.213,167.338,160.281,179.628,196.691,388.98,316.322,257.682,252.146,237.742,162.86,187.025,190.063,159.876,162.403,187.152,197.256,203.12,239.429,267.981,292.297,287.203,278.172,390.512,360.51,305.434,282.041,246.016,274.377,265.429,269.704,273.103,278.991,271.351,230.348,217.76,217.76,217.76,217.76,217.76,
World,"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",U.S. dollars,Units,,293.45,258.791,226.311,202.556,251.63,182.584,215.986,371.797,371.235,467.709,517.118,524.76,607.212,758.242,821.441,740.19,740.887,662.329,484.155,601.107,599.176,488.462,517.095,549.621,581.294,659.382,749.343,806.297,889.092,805.524,848.272,939.447,876.342,852.798,897.942,833.251,738.879,702.11,727.943,695.888,702.657,749.952,681.057,653.56,653.56,653.56,653.56,653.56,
World,Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,"Index, 2016=100",,,41.438,37.279,47.143,43.341,41.718,41.335,44.859,49.113,51.485,58.352,65.108,67.957,76.92,94.603,99.268,100.387,101.066,94.259,87.171,92.603,90.673,87.468,83.529,86.402,99.578,101.288,105.985,98.843,95.855,93.458,92.907,92.373,95.371,100.867,102.012,98.077,100,99.71,108.134,107.234,107.698,113.316,103.495,103.039,103.039,103.039,103.039,103.039,
